139,213,139
639,562,639
139,80,139
503,518,503
249,644,249
128,405,128
370,124,370
184,650,184
343,125,343
427,364,427
389,39,389
383,683,383
238,708,238
130,652,130
225,672,225
458,201,458
571,38,571
534,650,534
545,34,545
335,537,335
677,524,677
279,182,279
65,394,65
405,321,405
120,294,120
487,477,487
148,686,148
223,333,223
715,231,715
546,271,546
595,328,595
424,81,424
65,706,65
41,554,41
4,608,4
444,508,444
483,400,483
130,140,130
274,29,274
324,122,324
452,407,452
539,537,539
399,39,399
45,304,45
156,499,156
687,119,687
5,235,5
348,66,348
203,43,203
367,574,367
567,130,567
488,708,488
141,499,141
282,248,282
81,349,81
256,86,256
274,710,274
36,104,36
89,291,89
434,364,434
148,710,148
446,381,446
425,532,425
491,427,491
439,181,439
24,527,24
119,97,119
5,543,5
127,290,127
693,603,693
644,393,644
18,719,18
145,604,145
461,393,461
18,561,18
465,7,465
561,47,561
392,223,392
471,688,471
429,329,429
127,636,127
267,544,267
119,675,119
550,98,550
596,134,596
563,682,563
472,21,472
717,426,717
64,410,64
482,264,482
317,355,317
308,352,308
413,363,413
237,205,237
487,306,487
197,396,197
193,583,193
84,697,84
107,610,107
508,361,508
582,202,582
45,51,45
520,614,520
381,649,381
326,574,326
697,164,697
718,391,718
281,231,281
691,664,691
606,80,606
441,220,441
3,661,3
451,83,451
647,95,647
655,2,655
230,325,230
334,338,334
326,694,326
182,101,182
553,397,553
319,394,319
158,548,158
491,698,491
473,671,473
512,39,512
509,672,509
228,399,228
717,327,717
405,713,405
702,522,702
480,673,480
640,565,640
367,375,367
417,81,417
454,451,454
659,450,659
672,108,672
669,14,669
63,278,63
439,183,439
621,455,621
2,557,2
666,235,666
64,721,64
482,647,482
357,578,357
195,668,195
554,590,554
464,671,464
292,270,292
222,662,222
626,175,626
250,16,250
669,712,669
428,207,428
514,260,514
534,121,534
228,406,228
407,23,407
341,80,341
619,713,619
166,694,166
663,1,663
429,472,429
572,318,572
507,684,507
323,75,323
381,78,381
549,199,549
146,70,146
457,269,457
385,187,385
458,183,458
415,187,415
638,43,638
66,436,66
200,595,200
630,304,630
434,17,434
395,1,395
638,387,638
145,156,145
698,341,698
91,158,91
52,233,52
209,265,209
333,548,333
373,479,373
585,270,585
181,703,181
245,62,245
267,604,267
111,312,111
373,234,373
117,74,117
373,343,373
469,248,469
500,64,500
570,10,570
693,476,693
362,148,362
203,669,203
196,118,196
376,520,376
259,171,259
316,713,316
139,219,139
703,605,703
84,167,84
528,356,528
428,388,428
247,167,247
707,689,707
177,652,177
480,75,480
114,388,114
536,565,536
373,50,373
59,582,59
107,443,107
407,159,407
342,458,342
714,187,714
198,389,198
492,707,492
276,323,276
392,568,392
193,362,193
522,604,522
389,76,389
288,683,288
228,623,228
636,199,636
405,16,405
122,425,122
449,199,449
102,173,102
119,279,119
282,33,282
637,412,637
644,410,644
94,280,94
448,259,448
587,440,587
135,174,135
588,590,588
199,266,199
516,213,516
307,306,307
72,358,72
166,35,166
126,487,126
432,628,432
240,326,240
386,427,386
487,378,487
159,208,159
59,158,59
716,228,716
142,588,142
318,96,318
519,340,519
478,691,478
281,364,281
145,238,145
383,659,383
214,306,214
149,105,149
53,109,53
149,393,149
658,203,658
643,693,643
5,41,5
702,408,702
262,618,262
483,278,483
452,56,452
107,619,107
223,300,223
215,605,215
166,320,166
427,366,427
